<<<<<<< HEAD
2 0.6678119146932419
0 0.775630795195087
21 0.4844021546457038
26 0.14198051452230653
1 0.0204493759395743
15 0.6753012861539633
29 0.16498814555002073
27 0.9259380466928385
3 0.7392845765683379
4 0.92117463416794
5 0.09906484781050728
13 0.1974022631175667
18 0.18142695506509499
28 0.34315390561309966
6 0.23547699529791577
7 0.32201688318033006
22 0.3398753817851591
11 0.273975089579342
14 0.7875635536499794
16 0.6347033795557061
25 0.9726185794175763
19 0.984431696659282
8 0.37932217002603685
23 0.004502140334796123
20 0.39523667172279586
12 0.06266478882944715
9 0.7922152909128389
17 0.8027734875125003
24 0.6886271288331101
10 0.5131071470285724
=======
2 0.24257697638836773
3 0.13071129218825783
0 0.3619436168207788
16 0.5992825633597858
28 0.7350825200073094
1 0.3377302683836574
20 0.6124174505077786
26 0.4714758819164977
17 0.8757826414781495
12 0.6697378409192729
15 0.0781981248035093
4 0.5555989666979523
5 0.33640081866705795
6 0.33733045855513955
14 0.27211229245875335
19 0.6670855034042441
29 0.08604276216549811
7 0.3402343926786414
8 0.906837136680077
11 0.02764146520130284
23 0.9174224258170975
22 0.24866538332206556
27 0.5258178421629808
9 0.43457264929478046
24 0.10470314996026098
13 0.09073835170756961
21 0.39270377870054907
10 0.13245159392945194
18 0.8688661072194084
25 0.3362131724215017
>>>>>>> bd7ead029752b4fcb4cdf8a5d51791baa7e0947d
